code;name;city;state;type;uf_code
SILT;Fazenda Três Irmãos;Santa Fé do Sul;São Paulo;Privado;35
SJZZ;AGROPECUÁRIA ZÉ REIS;Palmeirópolis;Tocantins;Privado;17
SJEW;Usina Santa Helena;Nova Andradina;Mato Grosso do Sul;Privado;50
SNPS;Fazenda Seriema;Nova Andradina;Mato Grosso do Sul;Privado;50
SNOH;Fazenda Tundavala;Barra do Garças;Mato Grosso;Privado;51
SDVX;Fazenda Santa Amália;Alta Floresta;Mato Grosso;Privado;51
SSJB;Fazenda Vaca Branca;Naviraí;Mato Grosso do Sul;Privado;50
SSCX;Fazenda Coxilha;Coxilha;Rio Grande do Sul;Privado;43
SNOZ;Coronel Alexandre Raposo;Paço do Lumiar;Maranhão;Privado;21
SWGT;Fazenda Nova;Jandaia;Goiás;Privado;52
SSQD;Fazenda Panamby;Querência;Mato Grosso;Privado;51
SWFJ;Fazenda Estrela;Antônio João;Mato Grosso do Sul;Privado;50
SSHU;Fazenda Centenário;Aquidauana;Mato Grosso do Sul;Privado;50
SBQM;FAZENDA SÃO MIGUEL;Jateí;Mato Grosso do Sul;Privado;50
SWLS;Fazenda São Luís;Palotina;Paraná;Privado;41
SDEJ;Fazenda Guará do Pinhal;Itapetininga;São Paulo;Privado;35
SJYR;Cajú;Uiramutã;Roraima;Privado;14
SSQR;Fazenda Primavera;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SJGB;Fazenda São Gabriel;Curvelo;Minas Gerais;Privado;31
SSTL;Fazenda São Sebastião;São Desidério;Bahia;Privado;29
SWRC;Fazenda Sevilha;Ribeirão Cascalheira;Mato Grosso;Privado;51
SSTM;Fazenda Santo Antônio;Manicoré;Amazonas;Privado;13
SSFG;Fazenda Guanabara;Corumbá;Mato Grosso do Sul;Privado;50
SJYC;Fazenda Yvy-Pita;Juti;Mato Grosso do Sul;Privado;50
SIDN;Fazenda Figueiral;Corumbá;Mato Grosso do Sul;Privado;50
SJFX;Fazenda Cypi;Corumbá;Mato Grosso do Sul;Privado;50
SNFH;Usina César Filho;Chupinguaia;Rondônia;Privado;11
SDKQ;Fazenda São João;Guaraci;São Paulo;Privado;35
SWVW;Furnaspark Resort;Formiga;Minas Gerais;Privado;31
SDBD;Fazenda Sodema;Vera;Mato Grosso;Privado;51
SNOV;Povoado de Camaçari;Coruripe;Alagoas;Privado;27
SWXK;Fazenda Santa Thereza;Aparecida do Rio Doce;Goiás;Privado;52
SNOA;Fazenda Irajá;Balsas;Maranhão;Privado;21
SDRF;Fazenda Recanto Feliz;Rio Claro;Rio de Janeiro;Privado;33
SIGE;Alberi Juliani;Lagoa da Confusão;Tocantins;Privado;17
SNLG;Serra do Cipó;Jaboticatubas;Minas Gerais;Privado;31
SJBB;Fazenda Bacaba;Caseara;Tocantins;Privado;17
SWNO;São Miguel do Tapuio;São Miguel do Tapuio;Piauí;Privado;22
SSEW;Sítio Limoeiro;Pardinho;São Paulo;Privado;35
SDPH;Fazenda Piratininga;São Miguel do Araguaia;Goiás;Privado;52
SNQP;Fazenda São Francisco;Magda;São Paulo;Privado;35
SDST;Fazenda Santa Therezinha da Barra;Descalvado;São Paulo;Privado;35
SIUF;Fazenda São Francisco;Peixoto de Azevedo;Mato Grosso;Privado;51
SSVB;Fazenda Ventura IV;São Desidério;Bahia;Privado;29
SWBQ;Geraldo Alvino Covre;Pinheiros;Espírito Santo;Privado;32
SDQU;Fazenda Colorado;Bom Jesus;Piauí;Privado;22
SIYW;Fazenda Estrela;Lábrea;Amazonas;Privado;13
SISY;Piraquara;Piraquara;Paraná;Privado;41
SSWT;Fazenda Vaticano;Nioaque;Mato Grosso do Sul;Privado;50
SSTQ;Silvestre;Pedra Branca do Amapari;Amapá;Privado;16
SD66;Cravari;Brasnorte;Mato Grosso;Privado;51
SDID;Aeroata;Araçatuba;São Paulo;Privado;35
SSFU;Antonio Furlaneto;Dom Eliseu;Pará;Privado;15
SJKU;Cumaipá;Uiramutã;Roraima;Privado;14
SSOP;Pista Porquinho;Itaituba;Pará;Privado;15
SSMC;Fazenda São Miguel da Catequese;Nova Andradina;Mato Grosso do Sul;Privado;50
SIAZ;Fazenda Água Azul;Campo Verde;Mato Grosso;Privado;51
SIWQ;Fazenda Mateira;Santa Rita do Pardo;Mato Grosso do Sul;Privado;50
SSMO;Fazenda Luma;Paraíso das Águas;Mato Grosso do Sul;Privado;50
SIUO;Fazenda Santa Adélia;São José do Xingu;Mato Grosso;Privado;51
SJHS;Fazenda São Vicente;Uberlândia;Minas Gerais;Privado;31
SWZM;Fazenda América ;Tabaporã;Mato Grosso;Privado;51
SSTR;Usina CEM;Morrinhos;Goiás;Privado;52
SITT;Independência;Itaituba;Pará;Privado;15
SJAW;Fazenda Citrícola;Gavião Peixoto;São Paulo;Privado;35
SJMH;Palimiú;Alto Alegre;Roraima;Privado;14
SDBV;Balneário São Januário;Ilha Comprida;São Paulo;Privado;35
SJKB;Fazenda Adelaide;Brasnorte;Mato Grosso;Privado;51
SWCR;Fazenda Canaã;Formosa do Rio Preto;Bahia;Privado;29
SNGV;Fazenda Tanguru;Querência;Mato Grosso;Privado;51
SIHX;Fazenda Pau D'Alho;Nova Bandeirantes;Mato Grosso;Privado;51
SSLM;Estância Acrobata;Leopoldo de Bulhões;Goiás;Privado;52
SSAG;Fazenda  Lobo;Água Clara;Mato Grosso do Sul;Privado;50
SJOM;Fazenda São Jerônimo;Alto Garças;Mato Grosso;Privado;51
SJDW;Fazenda Carandá;Caracol;Mato Grosso do Sul;Privado;50
SIZP;Gaúcha do Norte;Gaúcha do Norte;Mato Grosso;Privado;51
SIOJ;Fazenda Porto Velho;Carmo do Cajuru;Minas Gerais;Privado;31
SJAI;Fazenda Davilândia;Montividiu do Norte;Goiás;Privado;52
SDJZ;Fazenda São José;São Gabriel;Rio Grande do Sul;Privado;43
SSPV;Fazenda Vera;Alcinópolis;Mato Grosso do Sul;Privado;50
SDWG;Fazenda Santa Maria;São Desidério;Bahia;Privado;29
SIML;Fazenda Siriema;Santo Antônio do Leverger;Mato Grosso;Privado;51
SIVP;Bela Manhã;Nova Crixás;Goiás;Privado;52
SWVO;Fazenda Goaçu;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SNXR;Fazenda Conforto;Itaituba;Pará;Privado;15
SWIZ;Fazenda 7 Reis;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50
SIUZ;Pista Bom Jesus;Itaituba;Pará;Privado;15
SDWL;Três Marias;Itupeva;São Paulo;Privado;35
SJGC;Fazenda Busato I;São Desidério;Bahia;Privado;29
SSHB;Boris;Luís Eduardo Magalhães;Bahia;Privado;29
SDTV;Fazenda São Miguel ;São Desidério;Bahia;Privado;29
SJKM;Canawapai;;;Privado;
SJKS;Catrimani I;Mucajaí;Roraima;Privado;14
SJZD;Fazenda Bandeiras;Corumbá;Mato Grosso do Sul;Privado;50
SIKP;Fazenda Santa Tereza;Corumbá;Mato Grosso do Sul;Privado;50
SWYQ;Fazenda Brusque;São Félix do Xingu;Pará;Privado;15
SIJN;Pouso na Serra;Bom Retiro;Santa Catarina;Privado;42
SIXU;Fazenda Bahia;Pedra Preta;Mato Grosso;Privado;51
SSZM;MIGUEL RODRIGUES DE BARROS;Edéia;Goiás;Privado;52
SWAG;Agrícola Rio Galhão;Mateiros;Tocantins;Privado;17
SSJU;Fazenda São Caetano;Primavera do Leste;Mato Grosso;Privado;51
SINI;Fazenda Bela Vista do Caronal;Corumbá;Mato Grosso do Sul;Privado;50
SIMX;Fazenda Jangada;Jangada;Mato Grosso;Privado;51
SSGN;Fazenda Guaíba;Iguatemi;Mato Grosso do Sul;Privado;50
SWZP;Fazenda Vale Rico;São José do Povo;Mato Grosso;Privado;51
SJND;Darinha;Cascavel;Ceará;Privado;23
SNDH;ABA;Barreiras;Bahia;Privado;29
SSHT;Ingazeira;Alta Floresta;Mato Grosso;Privado;51
SDVY;Vitalli;Avanhandava;São Paulo;Privado;35
SDVP;São Luiz Cotingo;Uiramutã;Roraima;Privado;14
SIWH;Francisco Lázaro da Silveira;Coromandel;Minas Gerais;Privado;31
SNEW;Fazenda Congonhas;Carneirinho;Minas Gerais;Privado;31
SJBZ;Fazenda Três Barras;Itarumã;Goiás;Privado;52
SSOT;Fazenda Saco da Tapera;São Romão;Minas Gerais;Privado;31
SSRJ;Fazenda Jacuí;Eldorado do Sul;Rio Grande do Sul;Privado;43
SNDU;Ponta do Sol;Capitólio;Minas Gerais;Privado;31
SNUT;Utinga;Utinga;Bahia;Privado;29
SJPC;Fazenda Paredão;Comodoro;Mato Grosso;Privado;51
SDEV;Fazenda Ventania;Campos de Júlio;Mato Grosso;Privado;51
SWGS;Fazenda Rancho Branco;Nova Maringá;Mato Grosso;Privado;51
SJQS;Fazenda Santa Tereza;União do Sul;Mato Grosso;Privado;51
SNKT;Fazenda Viçosa;Naviraí;Mato Grosso do Sul;Privado;50
SNUM;Fazenda Córrego Fundo;Água Boa;Mato Grosso;Privado;51
SBOH;Fazenda São Sebastião;Tesouro;Mato Grosso;Privado;51
SNZS;Fazenda Vô Zeca;Santa Terezinha;Mato Grosso;Privado;51
SWAI;Fazenda Santa Luzia;Icaraíma;Paraná;Privado;41
SSCM;Fazenda Caçadinha;Rio Brilhante;Mato Grosso do Sul;Privado;50
SNHG;Fazenda Varjadão;Sandolândia;Tocantins;Privado;17
SWAA;Fazenda Ykaraí;Nova Crixás;Goiás;Privado;52
SDMD;Fazenda Santa Izabel;Coxim;Mato Grosso do Sul;Privado;50
SJFY;Fazenda Flamingo;Campo Novo do Parecis;Mato Grosso;Privado;51
SSDL;Fazenda Ribeirão;Ribeiro Gonçalves;Piauí;Privado;22
SWMU;Fazenda Três Muchachas;Bandeirantes;Mato Grosso do Sul;Privado;50
SSWI;Fazenda Vovô Ernesto  ;Nova Mutum;Mato Grosso;Privado;51
SNYV;Fazenda Sococo;Moju;Pará;Privado;15
SNSR;Fazenda Santos Reis;Guarda-Mor;Minas Gerais;Privado;31
SJLH;Jacamim;Bonfim;Roraima;Privado;14
SWTN;Fazenda Arapucel;Araputanga;Mato Grosso;Privado;51
SIYM;Fazenda Montesion;Toledo;Paraná;Privado;41
SJSC;Fazenda San Cyro;Sertão;Rio Grande do Sul;Privado;43
SIZD;DZ47;Tijucas;Santa Catarina;Privado;42
SIUM;Fazenda Planeste;Balsas;Maranhão;Privado;21
SSYF;Fazenda do Café;Monte Alegre de Minas;Minas Gerais;Privado;31
SIEA;Fazenda Ibiporã;Guararapes;São Paulo;Privado;35
SIBA;Fazenda Arco Íris;Alto Garças;Mato Grosso;Privado;51
SDNE;Fazenda São Joaquim;Marabá Paulista;São Paulo;Privado;35
SWAU;Fazenda Nossa Senhora Aparecida;Pirajuba;Minas Gerais;Privado;31
SSOO;Fazenda Pontal da Cachoeira;Camapuã;Mato Grosso do Sul;Privado;50
SNPV;Solidão;Mostardas;Rio Grande do Sul;Privado;43
SINV;Fazenda Nova Baús;Mineiros;Goiás;Privado;52
SJPT;Quatro Ventos;Uberlândia;Minas Gerais;Privado;31
SILQ; Aeroleve Aeródromo Privado;Cascavel;Paraná;Privado;41
SDQM;Fazenda Santo Antônio;Barreiras;Bahia;Privado;29
SNZK;Fazenda Canadá;Itacarambi;Minas Gerais;Privado;31
SJSV;Fazenda Guiné;São Roque de Minas;Minas Gerais;Privado;31
SIPW;Nossa Senhora de Fátima;Teresina;Piauí;Privado;22
SSLD;Fazenda Lourdes;Corumbá;Mato Grosso do Sul;Privado;50
SWFV;Terramare;Guapé;Minas Gerais;Privado;31
SDGP;Fazenda Gaivota;Paranatinga;Mato Grosso;Privado;51
SDRW;Fazenda Reserva;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SIJZ;Fazenda Vera Paz;Itaituba;Pará;Privado;15
SJUU;Fazenda Paraná;Nova Roma;Goiás;Privado;52
SSXZ;Fazenda Santa Terezinha;Nova Roma;Goiás;Privado;52
SBOQ;Fazenda Irmãs Prata;Chapadão do Céu;Goiás;Privado;52
SSXG;Fazenda Guanabara;Paranapoema;Paraná;Privado;41
SSAF;Aeroclube de Foz do Iguaçu;Santa Terezinha de Itaipu;Paraná;Privado;41
SDGJ;Fazenda São José;Porto Murtinho;Mato Grosso do Sul;Privado;50
SNLA;Fazenda Lagoa das Antas;Canaã dos Carajás;Pará;Privado;15
SJMU;Sauparú;Uiramutã;Roraima;Privado;14
SDFU;Fazenda Ponte Funda;Presidente Epitácio;São Paulo;Privado;35
SSBQ;Fazenda Brusque;Santa Cruz do Xingu;Mato Grosso;Privado;51
SNCK;Porto Cajueiro;Januária;Minas Gerais;Privado;31
SDRX;Fazenda do Cedro;Chapada;Rio Grande do Sul;Privado;43
SJGT;Fazenda Três Pontes;Três Lagoas;Mato Grosso do Sul;Privado;50
SIAN;Clube CÉU;Rio de Janeiro;Rio de Janeiro;Privado;33
SWQK;Pista Aldeia Kubenkrankenh;Ourilândia do Norte;Pará;Privado;15
SDWR;Fazenda Rio Preto;São Félix do Araguaia;Mato Grosso;Privado;51
SDIN;Fazenda Piúna;Anaurilândia;Mato Grosso do Sul;Privado;50
SWLP;Fazenda Rosa Paralelo 10;Rondolândia;Mato Grosso;Privado;51
SNKJ;Fazenda Rio Dourado;Cumaru do Norte;Pará;Privado;15
SWMG;Margom;Água Fria de Goiás;Goiás;Privado;52
SIVY;Fazenda Vale do Boi II;São Félix do Araguaia;Mato Grosso;Privado;51
SNZU;Fazenda Nova Conceição;Tomé-Açu;Pará;Privado;15
SNXH;Itapicuru;Codó;Maranhão;Privado;21
SSWQ;Fazenda Guanandi;Corumbá;Mato Grosso do Sul;Privado;50
SJPK;Fazenda Campo das Princesas;Timon;Maranhão;Privado;21
SDPC;Atena;Rancharia;São Paulo;Privado;35
SWDD;Fazenda Colibri;Santo Antônio do Leverger;Mato Grosso;Privado;51
SSWH;Dr. Emílio Fehr (ex-Fazenda Agropecuária Rossignolo);São Carlos;São Paulo;Privado;35
SISS;Vô Amantino;Cláudia;Mato Grosso;Privado;51
SNML;Manduca Leão;Rio Largo;Alagoas;Privado;27
SDGY;Fazenda Anhangaí;Araçatuba;São Paulo;Privado;35
SITF;Fazenda Tereré;Antônio João;Mato Grosso do Sul;Privado;50
SNKV;Fazenda Campo Verde;Cutias;Amapá;Privado;16
SSXW;Fazenda São Paulo;Ivinhema;Mato Grosso do Sul;Privado;50
SJNC;Uraricoera;Alto Alegre;Roraima;Privado;14
SSAU;Centeno;Tapes;Rio Grande do Sul;Privado;43
SIMJ;Capinópolis - Aviação Agrícola Buttarello LTDA;Capinópolis;Minas Gerais;Privado;31
SDMK;Fazenda Tropical;Brasilândia;Mato Grosso do Sul;Privado;50
SNYF;Fazenda Fortaleza;Brasilândia;Mato Grosso do Sul;Privado;50
SNDS;Fazenda São Martinho;Ilha Solteira;São Paulo;Privado;35
SNDG;Aldeia;Borba;Amazonas;Privado;13
SIZI;Fazenda Agrícola Godoy;Catalão;Goiás;Privado;52
SJMJ;Pedra Branca;Uiramutã;Roraima;Privado;14
SDRP;Onkiola;Amajari;Roraima;Privado;14
SJNW;Fazenda Nhandu;Novo Mundo;Mato Grosso;Privado;51
SSXR;Fazenda Nobel Pará;Santana do Araguaia;Pará;Privado;15
SWGU;Fazenda São Gabriel;Brasnorte;Mato Grosso;Privado;51
SNHD;Fazenda Floresta do Lobo;Uberlândia;Minas Gerais;Privado;31
SNNY;Fazenda Tapyratynga;Pimenteiras do Oeste;Rondônia;Privado;11
SIAX;Fazenda HJ;Unaí;Minas Gerais;Privado;31
SJOD;Jordão;Jordão;Acre;Privado;12
SDGM;Fazenda Mucambo;Baldim;Minas Gerais;Privado;31
SNIN;Nova Era;Pantano Grande;Rio Grande do Sul;Privado;43
SWEW;Fazenda Felicidade;Porto Esperidião;Mato Grosso;Privado;51
SDYT;Tucuxim;Amajari;Roraima;Privado;14
SNKZ;Fazenda São Marcos;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SDTZ;Fazenda Fortaleza;Santa Filomena;Piauí;Privado;22
SSGJ;Fazenda Poleiro Grande;Corumbá;Mato Grosso do Sul;Privado;50
SNIF;Clube de Voo Floresta;Visconde do Rio Branco;Minas Gerais;Privado;31
SJNL;Fazenda Reata;Campo Novo do Parecis;Mato Grosso;Privado;51
SIXZ;COLNIZA;Colniza;Mato Grosso;Privado;51
SBOS;Fazenda Santo Augusto;Brasnorte;Mato Grosso;Privado;51
SSZW;Usina Coruripe - Filial Limeira do Oeste;Limeira do Oeste;Minas Gerais;Privado;31
SWZC;Fazenda Corixo;Porto Esperidião;Mato Grosso;Privado;51
SNTB;SANTA COLOMBA AGROPECUÁRIA;Cocos;Bahia;Privado;29
SDSJ;Executivo;Cascavel;Paraná;Privado;41
SJIL;Brigadeiro Fábio Pereira da Silveira;Tupaciguara;Minas Gerais;Privado;31
SWSZ;Fazenda Santa Luzia;Nova Bandeirantes;Mato Grosso;Privado;51
SSPW;Fazenda São Paulo;Costa Rica;Mato Grosso do Sul;Privado;50
SSNE;Santa Maria;Barão de Melgaço;Mato Grosso;Privado;51
SJZW;Fazenda Regina;Itatinga;São Paulo;Privado;35
SIZA;Fazenda Serra Azul;Planalto da Serra;Mato Grosso;Privado;51
SSOX;Fazenda Olho D'Água;Pedro Gomes;Mato Grosso do Sul;Privado;50
SBQS;Santa Rosa;Campo Verde;Mato Grosso;Privado;51
SIXD;Fazenda da Paz;Sant'Ana do Livramento;Rio Grande do Sul;Privado;43
SDWU;Fazenda Anahí;Porto Murtinho;Mato Grosso do Sul;Privado;50
SSXS;Sidel;Araci;Bahia;Privado;29
SIJA;Maca Aero;Tailândia;Pará;Privado;15
SSVS;Fazenda Sucuri;Rio Brilhante;Mato Grosso do Sul;Privado;50
SNMU;Mucuri;Mucuri;Bahia;Privado;29
SWZS;Fazenda Nova Larga;Cáceres;Mato Grosso;Privado;51
SSDP;Fazenda Fortaleza do Guaporé;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SSYD;Nova Ponte;Nova Ponte;Minas Gerais;Privado;31
SJDN;Fazenda Campo Alegre;Aquidauana;Mato Grosso do Sul;Privado;50
SJCY;Estância Santa Genoveva;Cuiabá;Mato Grosso;Privado;51
SWAD;Fazenda Santa Adelaide;Bom Jesus de Goiás;Goiás;Privado;52
SING;Fazenda São João;Nova Granada;São Paulo;Privado;35
SIBN;Savana;Jaru;Rondônia;Privado;11
SSGZ;Fazenda Santa Helena do Pindó;Naviraí;Mato Grosso do Sul;Privado;50
SSKT;Aeroclube de Santa Catarina;São José;Santa Catarina;Privado;42
SSJY;Fazenda São João;Corumbá;Mato Grosso do Sul;Privado;50
SJFQ;Fazenda Quatrirmãs;Botucatu;São Paulo;Privado;35
SWMQ;Fazenda Muiraquitã;Aripuanã;Mato Grosso;Privado;51
SJEC;Mirim Aviação Agrícola;Pelotas;Rio Grande do Sul;Privado;43
SJEX;Fazenda Vitória;São Desidério;Bahia;Privado;29
SDMF;Fazenda Damaro;Miranda;Mato Grosso do Sul;Privado;50
SJTN;Fazenda Triunfo;Candeias do Jamari;Rondônia;Privado;11
SDRD;Fazenda Andorinha;Estrela do Norte;Goiás;Privado;52
SNRO;Fazenda Liberdade;Querência;Mato Grosso;Privado;51
SWBB;Castelli Fazenda Sobradinho;Correntina;Bahia;Privado;29
SSVU;Fazenda Serra do Cabral;Francisco Dumont;Minas Gerais;Privado;31
SNET;Fazenda Estrela;Sidrolândia;Mato Grosso do Sul;Privado;50
SIOB;Fazenda Guanabara;Andradina;São Paulo;Privado;35
SNYK;Isaias Luiz Pereira;Nova Ubiratã;Mato Grosso;Privado;51
SJCJ;Fazenda Carajás;Sapezal;Mato Grosso;Privado;51
SSJV;Fazenda Piratininga;Corumbá;Mato Grosso do Sul;Privado;50
SWLN;Fazenda Laranjeiras;Currais;Piauí;Privado;22
SJTC;Fazenda Itaguassu;Antônio João;Mato Grosso do Sul;Privado;50
SJOY;Jorge Luiz Stocco;Palmeira;Paraná;Privado;41
SWJO;Fazenda São José;Poxoréu;Mato Grosso;Privado;51
SWYO;Usina Branco Peres;Adamantina;São Paulo;Privado;35
SDER;Fazenda Entre Rios;Sud Mennucci;São Paulo;Privado;35
SJHZ;Arara Azul;Barão de Melgaço;Mato Grosso;Privado;51
SNFP;Fazenda Pirapó;Sorriso;Mato Grosso;Privado;51
SWUQ;Surucucu;Alto Alegre;Roraima;Privado;14
SIGG;FSA;Nova Maringá;Mato Grosso;Privado;51
SNPF;Fazenda Retiro da Matão;Porangatu;Goiás;Privado;52
SNFA;Fazenda Santo Antônio;Unaí;Minas Gerais;Privado;31
SJFW;Fazenda São Francisco;São Francisco de Goiás;Goiás;Privado;52
SSOQ;Fazenda Barranco Alto;Aquidauana;Mato Grosso do Sul;Privado;50
SWGW;Fazenda Santa Rita do Araguaia;Jussara;Goiás;Privado;52
SSZP;Fazenda Santa Adriana;Jateí;Mato Grosso do Sul;Privado;50
SNCF;Fazenda Colonial ;Verdelândia;Minas Gerais;Privado;31
SIYO;Fazenda Goiás Barreiro;Montividiu;Goiás;Privado;52
SIID;Fazenda Dona Chica;Osório;Rio Grande do Sul;Privado;43
SSBF;Fazenda JL;Aparecida do Taboado;Mato Grosso do Sul;Privado;50
SJLF;Homoxi;Iracema;Roraima;Privado;14
SJUA;Fazenda ABC;Buritis;Minas Gerais;Privado;31
SIMB;Manuel Urbano;Manoel Urbano;Acre;Privado;12
SWQP;Rio Vermelho Açúcar e Álcool;Junqueirópolis;São Paulo;Privado;35
SWOO;Fazenda San Diego;Campo Verde;Mato Grosso;Privado;51
SSFM;Fazenda Montani;Baixa Grande do Ribeiro;Piauí;Privado;22
SILJ;Do Gaúcho;Laranjal do Jari;Amapá;Privado;16
SJBR;Fazenda Santa Rita;Figueirópolis;Tocantins;Privado;17
SWWT;Sílvio Gonçalves de Mello;Morada Nova de Minas;Minas Gerais;Privado;31
SNFB;Fazenda Cachoeira do Bambuzal;Itaguari;Goiás;Privado;52
SIOS;Fazenda Santa Josefa;Jateí;Mato Grosso do Sul;Privado;50
SWDU;Destilaria Tabu;Caaporã;Paraíba;Privado;25
SNJC;Cialne Umirim;Umirim;Ceará;Privado;23
SNYX;Fazenda Fenix;Carangola;Minas Gerais;Privado;31
SIVV;Fazenda Borereo;Barão de Melgaço;Mato Grosso;Privado;51
SWVY;Fazenda Floresta Negra;Sete Quedas;Mato Grosso do Sul;Privado;50
SDDX;Fazenda Paiquerê;Populina;São Paulo;Privado;35
SNWE;Clube Estância Ouro Verde ;Santa Rita;Paraíba;Privado;25
SWGC;Agricenter;Ponta Porã;Mato Grosso do Sul;Privado;50
SNLY;Lagoa da Prata;Lagoa da Prata;Minas Gerais;Privado;31
SSWE;Fazenda Fortaleza;Boa Vista do Incra;Rio Grande do Sul;Privado;43
SDNC;Fazenda Barra do Cupim;Dom Aquino;Mato Grosso;Privado;51
SJSX;Fazenda Montana;Matrinchã;Goiás;Privado;52
SIMZ;Fazenda Primeiro de Maio;Sonora;Mato Grosso do Sul;Privado;50
SJMD;Paapiú Novo;Iracema;Roraima;Privado;14
SDQG;Fazenda Nova Floresta;Caiabu;São Paulo;Privado;35
SNME;Costa dos Coqueiros;Mata de São João;Bahia;Privado;29
SIJS;Fazenda Tonga;Paragominas;Pará;Privado;15
SDKP;Fazenda Pirangi;Nova Andradina;Mato Grosso do Sul;Privado;50
SIHI;Fazenda Itaipavas;Piçarra;Pará;Privado;15
SJHU;Fazenda Brasilândia do Guaporé;Comodoro;Mato Grosso;Privado;51
SNZG;Fazenda São Benedito;Capão Bonito;São Paulo;Privado;35
SWZE;Fazenda Tamboril;Pontes e Lacerda;Mato Grosso;Privado;51
SNHR;Aero Roça;Luziânia;Goiás;Privado;52
SWVX;Fazenda Guariba;Aripuanã;Mato Grosso;Privado;51
SIQI;Aerolis;Mostardas;Rio Grande do Sul;Privado;43
SDEN;COSTA ESMERALDA;Porto Belo;Santa Catarina;Privado;42
SJOO;Dr. João Osmar de Oliveira;Nova Lacerda;Mato Grosso;Privado;51
SJVS;Fazenda Boa Vista;Santa Fé;Paraná;Privado;41
SWUV;Fazenda Progresso;Sebastião Leal;Piauí;Privado;22
SJJK;Fazenda Taquaral;Alta Floresta;Mato Grosso;Privado;51
SNDD;Condomínio Aeronáutico Santos Dumont;Elias Fausto;São Paulo;Privado;35
SIYR;Fazenda Rosa de Maio ;Itaituba;Pará;Privado;15
SWWX;Posto de Proteção Ambiental São Joaquim;Barão de Melgaço;Mato Grosso;Privado;51
SWIL;Fazenda Tarumã;Pedra Preta;Mato Grosso;Privado;51
SSHX;Fazenda Jatobá;Paranhos;Mato Grosso do Sul;Privado;50
SSAC;Fazenda Nova Jerusalém;Sorriso;Mato Grosso;Privado;51
SDRM;Olomai;Amajari;Roraima;Privado;14
SSLK;Fazenda Três Lagoas;Itapecerica;Minas Gerais;Privado;31
SSWU;SEMENTES UMBU;São Luiz Gonzaga;Rio Grande do Sul;Privado;43
SDIX;MGX Florestal;Ninheira;Minas Gerais;Privado;31
SJNM;Fazenda Santa Luzia;Nova Mutum;Mato Grosso;Privado;51
SIJR;Ely Rego;Balsa Nova;Paraná;Privado;41
SIQV;Fazenda Matão;Sapezal;Mato Grosso;Privado;51
SWLH;Fazenda Nova Holanda;Balsas;Maranhão;Privado;21
SJTW;Arenhart Aviação Agrícola;Uruguaiana;Rio Grande do Sul;Privado;43
SWXU;E-AR;Brasília;Distrito Federal;Privado;53
SWXF;Fazenda Triflora;São Desidério;Bahia;Privado;29
SIEN;Fazenda Santa Eulina;Corumbá;Mato Grosso do Sul;Privado;50
SWKB;Fazenda Baía do Lara;Corumbá;Mato Grosso do Sul;Privado;50
SWFW;Fazenda Terra Way - VII;Tabaporã;Mato Grosso;Privado;51
SJKJ;Fazenda Siriema;Campos de Júlio;Mato Grosso;Privado;51
SSWA;Fazenda Alvorada I;São José do Xingu;Mato Grosso;Privado;51
SNUE;Aero Sepé Aviação Agrícola;São Sepé;Rio Grande do Sul;Privado;43
SNWQ;Fazenda Santa Cecília;Jari;Rio Grande do Sul;Privado;43
SDQN;FAZENDA PALMARES 2;Barreiras;Bahia;Privado;29
SJLX;Mutum;;;Privado;
SJIU;Fazenda Caregi;Ipiranga do Norte;Mato Grosso;Privado;51
SWPS;Fazenda Das Perobas;Prudente de Morais;Minas Gerais;Privado;31
SSLP;Fazenda Lucero Porã;Porto Murtinho;Mato Grosso do Sul;Privado;50
SWHS;Fazenda São João;Maurilândia;Goiás;Privado;52
SISV;Fazenda Promissão;Diamantino;Mato Grosso;Privado;51
SDSV;Santa Cândida;Guariba;São Paulo;Privado;35
SIMG;Fazenda Seis Palmas;Porto Murtinho;Mato Grosso do Sul;Privado;50
SWMY;Clube de Voo Mãe Irene;Altamira;Pará;Privado;15
SDQL;Fazenda Cerro Azul;Nioaque;Mato Grosso do Sul;Privado;50
SWVJ;Fazenda São Judas Tadeu;Comodoro;Mato Grosso;Privado;51
SWIW;Fazenda Pirapitinga;Cocalzinho de Goiás;Goiás;Privado;52
SJFA;Franor;São Desidério;Bahia;Privado;29
SSTF;Fazenda Santa Fé;Santana do Araguaia;Pará;Privado;15
SJTJ;Fazenda Jatobá;Diamantino;Mato Grosso;Privado;51
SDMM;Lago Verde;Pacaraima;Roraima;Privado;14
SDXW;Fazenda Sombra da Serra;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SIOA;Fazenda Primavera;Canavieiras;Bahia;Privado;29
SBQE;Fazenda Tradição;Ribeiro Gonçalves;Piauí;Privado;22
SNZZ;Muzzi;Coruripe;Alagoas;Privado;27
SWIS;Caiapó;Caseara;Tocantins;Privado;17
SNAV;Agrovale;Juazeiro;Bahia;Privado;29
